Level 1	Level 2	Category	Product counts
Man	Uniforms, Work & Safety	Men>Young Mens>Young Mens School Uniforms	105
Man, Women	Uniforms, Work & Safety	Overalls	40
Women	Active	Shapewear	344
Man	Active	Tracksuits	147
Women	Active	Women>Clothing>Sports Lifestyle	67
Women	Active	Women>Shoes>Sports Lifestyle	117
Women	Active	Women>Shoes>Sports Performance	90
Women	Active	Women>Sports>Clothing	417
Women	Active	Women>Sports>Lifestyle	29
Women	Active	YogaOutfits	28
Women	Watches	womens watches
Man, Women	Clocks	clocks
Man, Women	Watches	watches
Man	Watches	mens watches
Man	Watches	Jewelry & Watches > Men's Jewelry	38
Man	Watches	Jewelry & Watches > Men's Watches	2428
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Armitron Watches for Him	47
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Bulova Watches for Him	95
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Caravelle NY Watches for Him	41
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Citizen Watches for Him	118
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Guess Watches for Him	31
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Invicta Watches for Him	27
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Kenneth Cole Watches for Him	31
Man	Watches	Jewelry & Watches>Watches>Watches for Him>More Mens Watches	309
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Peugeot Watches for Him	29
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Seiko Watches for Him	52
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Steinhausen Watches for Him	90
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Timex Watches for Him	198
Man	Watches	Jewelry & Watches>Watches>Watches for Him>U.S. Polo Assn. Watches for Him	44
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Vince Camuto Watches for Him	24
Man	Watches	Jewelry & Watches>Watches>Watches for Him>Wrist Armor Watches	43
Man	Watches	Male>Accessories>Watches	105
Man	Watches	Men>Accessories>Watches>Watches	56
Man	Watches	Men>Watches>Analog Watches	1788
Man	Watches	Men>Watches>Analogue	1490
Man	Watches	Men>Watches>Casual Watches	121
Man	Watches	Men>Watches>Chronograph	58
Man	Watches	Men>Watches>Chronograph Watches	184
Man	Watches	Men>Watches>Digital	230
Man	Watches	Men>Watches>Digital Watches	439
Man	Watches	Men>Watches>Dress Watches	62
Man	Watches	Men>Watches>Fashion	653
Man	Watches	Men>Watches>Leather	71
Man	Watches	Men>Watches>Luxury Watches	30
Man	Watches	Men>Watches>Men's Watches	25
Man	Watches	Men>Watches>Plastic	31
Man	Watches	Men>Watches>Rubber	118
Man	Watches	Men>Watches>Smartwatches	41
Man	Watches	Men>Watches>Sports	254
Man	Watches	Men>Watches>Stainless steel	132
Man	Watches	Men>Watches>Straps	43
Man	Watches	Men's Watches	288
Man	Watches	Wristwatches	2766
Man, Women	Watches	Accessories > Jewelry > Watches	30
Man, Women	Watches	Jewelry & Watches > Men's Watches > Watch Accessories	169
Man, Women	Watches	Jewelry & Watches>Watches>Disney Watches for the Family	120
Man, Women	Watches	Jewelry & Watches>Watches>Kids Watches	72
Man, Women	Watches	Kids>Accessories>Watches	257
Man, Women	Watches	PocketWatches	80
Man, Women	Watches	SmartWatches	1979
Man, Women	Watches	Unisex>Accessories>Watches>Watches	58
Man, Women	Watches	Watches	117949
Man, Women	Watches	Watches / AW15	24
Man, Women	Watches	Watches / Lansen Chrono	48
Man, Women	Watches	Watches / Nevil	36
Man, Women	Watches	Watches / Skala	30
Women	Watches	Jewelry & Watches > Ladies' Watches	3664
Women	Watches	Jewelry & Watches>Watches>Watch Bands>Leather Watch Bands	62
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Anne Klein Watches for Her>Anne Klein Classic Metals	47
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Anne Klein Watches for Her>Anne Klein Leather Watches	22
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Armitron Watches for Her	47
Women	Watches	Jewelry & Watches>Watches>Watches for Her>BERING Watches for Her	21
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Betsey Johnson Watches for Her	52
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Bulova Watches for Her	92
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Caravelle NY Watches for Her	69
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Citizen Watches for Her	89
Women	Watches	Jewelry & Watches>Watches>Watches for Her>G Shock / Baby G Watches for Her	21
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Guess Watches for Her	41
Women	Watches	Jewelry & Watches>Watches>Watches for Her>More Watches for Her	171
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Peugeot Watches for Her	35
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Pulsar Watches for Her	31
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Seiko Watches for Her	36
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Steinhausen Watches for Her	36
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Timex Watches for Her	139
Women	Watches	Jewelry & Watches>Watches>Watches for Her>Vince Camuto Watches for Her	38
Women	Watches	Women>Watches>Analog Watches	3189
Women	Watches	Women>Watches>Analogue	1650
Women	Watches	Women>Watches>Casual Watches	166
Women	Watches	Women>Watches>Chronograph Watches	156
Women	Watches	Women>Watches>Digital	70
Women	Watches	Women>Watches>Digital Watches	265
Women	Watches	Women>Watches>Dress Watches	90
Women	Watches	Women>Watches>Fashion	419
Women	Watches	Women>Watches>Luxury Watches	57
Women	Watches	Women>Watches>Sports	104
Women	Watches	Women>Watches>Women's Watches	72
Women	Watches	Women's Watches	363
