PROGRAMNAME	PROGRAMURL	CATALOGNAME	LASTUPDATED	NAME	KEYWORDS	DESCRIPTION	SKU	MANUFACTURER	MANUFACTURERID	UPC	ISBN	CURRENCY	SALEPRICE	PRICE	RETAILPRICE	FROMPRICE	BUYURL	IMPRESSIONURL	IMAGEURL	ADVERTISERCATEGORY	THIRDPARTYID	THIRDPARTYCATEGORY	AUTHOR	ARTIST	TITLE	PUBLISHER	LABEL	FORMAT	SPECIAL	GIFT	PROMOTIONALTEXT	STARTDATE	ENDDATE	OFFLINE	ONLINE	INSTOCK	CONDITION	WARRANTY	STANDARDSHIPPINGCOST
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.443	Color Block Striped Print Cut-out Front One Piece Swimsuit	color block,striped print,cut-out front,swimsuits,bathing suits,designer swimwear,modest swimwear,fantasie swimwear,ladies swimwear,one piece swimsuit	the swimsuit is made from polyester and spandex with color block, striped print, cut-out front and tie back	OP64471	OASAP	OASAP			USD	18.99	34.99	34.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F64471-color-block-striped-print-cut-out-front-one-piece-swimsuit.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2016/01/14/64471-530403-home/color-block-striped-print-cut-out-front-one-piece-swimsuit.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.444	Fashion Turtleneck Oblique Zip Drawstring Hooded Sweatshirt	chic sweatshirt,good-looking sweatshirt,modern sweatshirt,fancy sweatshirt,fashion sweatshirt,comfortable sweatshirt,long sleeve sweatshirt,hooded sweatshirt,grey sweatshirt	the hooded sweatshirt is featuring turtleneck, oblique zip front, drawstring design, long sleeve and slanted pocket.	OP62665	OASAP	OASAP			USD	20.9	29.99	29.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fsweatshirts-hoodies%2F62665-fashion-turtleneck-oblique-zip-drawstring-hooded-sweatshirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2015/11/20/62665-504881-home/fashion-turtleneck-oblique-zip-drawstring-hooded-sweatshirt.jpg	Hoodies/Sweatshirts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-11-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.444	Crossed Halter High Waist Two Piece Swimsuit	two piece swimsuit,halter swimmsuit,crossed swimsuit,high waist bikini,swimsuits,bathing suits,designer swimwear,modest swimwear,fantasie swimwear,ladies swimwear	the swimsuit is made from polyester and spandex with crossed halter design, tie back and high waist buttom.	OP64430	OASAP	OASAP			USD	20.99	39.99	39.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F64430-crossed-halter-high-waist-two-piece-swimsuit.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/01/12/64430-529861-home/crossed-halter-high-waist-two-piece-swimsuit.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.445	Floral Stylish Surplice Front Romper	sleevelesss romper,sweet romper,women romper,chic romper,floral print romper,v neck romper,elastic waist romper,summer romper,fashion romper,surplice front romper,sexy romper,open back romper	the romper featuring spaghetti strap. plunging neckline. sleeveless. open back with cross strap.	OP58476	OASAP	OASAP			USD	17.99	39.99	39.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F58476-floral-stylish-surplice-front-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2015/07/08/58476-433927-home/floral-stylish-surplice-front-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.445	Chic Deep V Flouncing Chiffon Party Dress	chic dresses,fancy dresses,modern dresses,fashion dresses,comfortable dresses,chiffon dresses,party dresses,evening dresses,long dress,v neck dresses,maxi dresses	the dress made from chiffon with deep v, flouncing design and sleeve style.	OP63050	OASAP	OASAP			USD	31.99	54.99	54.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F63050-chic-deep-v-flouncing-chiffon-party-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image5.oasap.com/o_img/2015/11/25/63050-511307-home/chic-deep-v-flouncing-chiffon-party-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.445	Navy Floral Crossover Rompers	floral rompers,floral playsuits,blue playsuits,navy playsuits,navy rompers,floral rompers,sexy rompers,womens rompers,crossover rompers,rompers,playsuits,women rompers,women playsuits,ladies	the rompers featuring floral print. plunging v neckline. sleeveless. crossover at back.	OP59241	OASAP	OASAP			USD	17.99	39.99	39.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F59241-navy-floral-crossover-rompers.html	http://www.awltovhc.com/image-7893798-11634729	http://image7.oasap.com/o_img/2015/08/04/59241-446993-home/navy-floral-crossover-rompers.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.446	Women's Fashion Two Piece Floral Print Beach Swimwear	two piece swimwear,beach swimwear,summer swimwear,print swimwear,fashion swimwear,swimsuits,bathing suits,ladies swimwear	the two piece swimwear is featuring floral print, high waist and slim fit.	OP65604	OASAP	OASAP			USD	14.99	25.99	25.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F65604-women-s-fashion-two-piece-floral-print-beach-swimwear.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2016/03/31/65604-550902-home/women-s-fashion-two-piece-floral-print-beach-swimwear.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.446	Classic Blue And White Striped Button Down Shirt	fashionable shirts,good-looking shirts,fancy shirts,attractive shirts,comfortable shirts,charming shirts,collared shirts,button down shirts,long sleeve shirts,dress shirts	the blue and white striped shirt is featuring breast pocket, long sleeve, button down.	OP62240	OASAP	OASAP			USD	15.99	19.99	19.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fbutton-down-shirts%2F62240-classic-blue-and-white-striped-button-down-shirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2015/11/10/62240-498063-home/classic-blue-and-white-striped-button-down-shirt.jpg	Button Down Shirts	Blouses/Shirts	Blouses/Shirts								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.447	Women Black Scalloped Trim Bow Bandeau One Piece Swimsuit	halter swimsuit,scalloped trim swimsuit,swimsuits,bathing suits,designer swimwear,modest swimwear,fantasie swimwear,ladies swimwear,one piece swimsuit	the swimwear is made from polyester and spandex with scalloped trim, bow front, cut-out back, one piece.	OP65605	OASAP	OASAP			USD	16.99	29.99	29.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F65605-women-black-scalloped-trim-bow-bandeau-one-piece-swimsuit.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2016/03/31/65605-553402-home/women-black-scalloped-trim-bow-bandeau-one-piece-swimsuit.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.447	Favourite V Neck Lace Paneled Skater Dress	white dress,black dress,woman dress,sleeveless dress,v neck dress,paneled dress,mini dress,sweet dress,cute dress,a line dress,party dress	the dress featuring solid chic with lace paneled design. backless. a line silhouette.	OP59168	OASAP	OASAP			USD	16.99	24.99	24.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F59168-favourite-v-neck-lace-paneled-skater-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2015/08/01/59168-445945-home/favourite-v-neck-lace-paneled-skater-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.447	Floral Print Crochet Lace Paneled Spaghetti Strap Romper	floral print rompers,ladies rompers,cute rompers,chic rompers,charming rompers,good-looking rompers,fancy rompers,stylish rompers,cute rompers	The romper is featuring floral print, lace paneled and zippered back.	OP64205	OASAP	OASAP			USD	16.9	29.99	29.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F64205-floral-print-crochet-lace-paneled-spaghetti-strap-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2015/12/25/64205-526773-home/floral-print-crochet-lace-paneled-spaghetti-strap-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.448	Bohemian Boxy Crop Top Shorts Matching Sets	matching sets,shorts matching set,crop top sets,sweet matching set,summer matching sets,casual pants matching set,chic matching sets,fashion matching set,loose fit matching sets,stylish matching set,vintage matching set,classic matching set	the matching sets featuring a boxy crop top and high waist shorts. bohemian floral print.	OP58180	OASAP	OASAP			USD	19.99	49.99	49.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmatching-sets%2F58180-bohemian-boxy-crop-top-shorts-matching-sets.html	http://www.awltovhc.com/image-7893798-11634729	http://image7.oasap.com/o_img/2015/06/25/58180-428257-home/bohemian-boxy-crop-top-shorts-matching-sets.jpg	Matching sets	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.448	Ruffled Sleeveless Chiffon Dress	chiffon dress,sleeveless dress,pleated dress,ruffled dress	the chiffon dress featuring pleated top, ruffled skirt. round neck. sleeveless. drawstring detail. lined. in a regular fit.	OP31746	OASAP	OASAP			USD	22.99	36	36	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fdresses%2F31746-ruffled-sleeveless-chiffon-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2013/07/27/31746-430912-home/ruffled-sleeveless-chiffon-dress.jpg	Dresses	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.448	Light Blue Off-Shoulder Denim Dress	dress,summer dresses,mini dresses,off-shoulder dresses,single color dresses,overlay dresses,denim dresses,sweet dress,a-line dress,party dresses	the dress crafted in denim. off-the-shoulder shoulder neckline with ruffled overlay. high-low bottom.	OP57039	OASAP	OASAP			USD	23.99	34.99	34.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F57039-light-blue-off-shouler-denim-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image5.oasap.com/o_img/2015/05/22/57039-475626-home/light-blue-off-shouler-denim-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.449	Appealing Printed Sleeveless Halter Mini Dress	mini dress,printed dress,woman dress,halter dress,sleeveless dress,sweet dress,flowy dress,woman dress,summer dress,sexy dress,sweet dress,day dress	the dress featuring fancy floral pattern. halter neck. sleeveless	OP58562	OASAP	OASAP			USD	16.99	24.99	24.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmini%2F58562-appealing-printed-sleeveless-halter-mini-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2015/07/13/58562-435635-home/appealing-printed-sleeveless-halter-mini-dress.jpg	Mini	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.449	Women Pineapple Print Strapy Halter Two Piece Swimsuit	two piece swimsuit,swimsuits,bathing suits,designer swimwear,modest swimwear,fantasie swimwear,retro swimwear,ladies swimwear	the swimwear is made from polyester and spandex with pineapple print, strapy design, halter style and two piece.	OP65830	OASAP	OASAP			USD	12.99	19.99	19.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F65830-women-pineapple-print-strapy-halter-two-piece-swimsuit.html	http://www.awltovhc.com/image-7893798-11634729	http://image8.oasap.com/o_img/2016/04/13/65830-550949-home/women-pineapple-print-strapy-halter-two-piece-swimsuit.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.45	Vintage Tie Waist Short Sleeve Bubble Dress	round neck,fancy dresses,modern dresses,fashion dresses,comfortable dresses,little black dresses,party dresses,vintage dresses	the dress is featuring simple color. bow waist. round neck. short sleeve.	OP65427	OASAP	OASAP			USD	22.99	39.99	39.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F65427-vintage-tie-waist-short-sleeve-bubble-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2016/03/27/65427-10027982-home/vintage-tie-waist-short-sleeve-bubble-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.45	Chic Geometric Print Lace-up Front Romper	geometric print rompers,ladies rompers,cute rompers,chic rompers,charming rompers,good-looking rompers,fancy rompers,stylish rompers	the romper is featuring geometric print, long sleeve, lace-up front and v neckline.	OP64218	OASAP	OASAP			USD	16.9	29.99	29.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F64218-chic-geometric-print-lace-up-front-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2015/12/26/64218-526913-home/chic-geometric-print-lace-up-front-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.45	Gorgeous Cutout Color Block Skater Dress	black dress,a line dress,summmer dress,woman dress,sleeveless dress,round neckline dress,cutout dress,ruffle dress	the dress featuring color block design. round neckline. sleeveless. cutout back.	OP57350	OASAP	OASAP			USD	21.99	109.99	109.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F57350-gorgeous-cutout-color-block-skater-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image6.oasap.com/o_img/2015/06/01/57350-482064-home/gorgeous-cutout-color-block-skater-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.451	Sunflower Print Pompon Deco Romper	sunflower romper,black romper,ladies romper,sweet romper,print romper,chic romper,petite romper,pom romper	this romper featuring sunflower pattern. adjustable strapes. pleated detailing to waist. back hidden zipper. pom pom edges	OP56437	OASAP	OASAP			USD	17.99	49.99	49.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F56437-sunflower-print-pom-deco-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2015/04/30/56437-402637-home/sunflower-print-pom-deco-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.451	Women's Fashion Tankini Two Piece Print Beach Swimwear	two piece swimwear,beach swimwear,summer swimwear,print swimwear,fashion swimwear,swimsuits,bathing suits,ladies swimwear	the two piece swimsuit is featuring geo printing, multi color and slim fit.	OP65592	OASAP	OASAP			USD	11.99	19.99	19.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F65592-women-s-fashion-tankini-two-piece-print-beach-swimwear.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2016/03/31/65592-550914-home/women-s-fashion-tankini-two-piece-print-beach-swimwear.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.451	Two-Tone Mesh Paneled Midi Dress	summer dress,girl dress,cute dress,school girl dress,petite dress,preppy dress,navy dress,blue dress,swing dress,color block dress,sweet dress,a-line dress	the dress featuring grey navy block. boat neckline. cap sleeves. back zipper closure. elasticized waistband. a-line silhouette.	OP56299	OASAP	OASAP			USD	19.99	39.99	39.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F56299-two-tone-mesh-paneled-midi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2015/04/24/56299-10017512-home/two-tone-mesh-paneled-midi-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.452	Embroidery Floral Loose Dress	embroidery dress,floral dress,white dress,peasant dress,sweet dress	embroidery floral peasant dress featuring colorful embroidery floral at yoke and bottom. it has a v neckline and loose sleeves design. looks great with platform sandals.	OP55283	OASAP	OASAP			USD	19.99	34.99	34.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F55283-embroidery-floral-peasant-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image8.oasap.com/o_img/2015/03/27/55283-388263-home/embroidery-floral-peasant-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.452	Fashion Solid Crop Tank For Woman	solid crop tank,sexy crop tank,simple crop tank,spaghetti strap crop tank,cotton crop tank,woman crop tank,summer crop tank	far from ordinary, this sultry yet glamorous crop tank is this season\'s must have. wear it for casual occasions.	OP57105	OASAP	OASAP			USD	9.99	24.99	24.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Ftees%2F57105-sexy-solid-crop-tank-for-woman.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2015/05/26/57105-413167-home/sexy-solid-crop-tank-for-woman.jpg	Crop-tops&Bralets	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.453	Gorgeous Floral Print Long Sleeve Rompers	printed rompers,v neck rompers,long sleeve rompers,sweet rompers,graphic rompers,sexy rompers,multicolor rompers,summer rompers,woman rompers	the rompers featuring dazzling floral pattern. plunging v neck. long sleeves.	OP58383	OASAP	OASAP			USD	23.99	39.99	39.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F58383-gorgeous-floral-print-long-sleeve-rompers.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2015/07/03/58383-432159-home/gorgeous-floral-print-long-sleeve-rompers.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.453	Apricot Halter Neckline Floral Print Romper	apricot romper,halter neckline romper,floral print romper,cute rompers	rompers are one of our most-loved styles by far,especially when they are as pretty as this one. with a floral print, this halter neckline piece has a striking look,back crisscross. elasticized waist with drawstring.	OP56007	OASAP	OASAP			USD	18.99	34.99	34.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F56007-apricot-halter-neckline-floral-print-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2015/04/18/56007-433494-home/apricot-halter-neckline-floral-print-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.453	Summer Pineapple Print Tulip Shorts	summer shorts,white shorts,print shorts,slim shorts,sports shorts,cute shorts,sweet shorts,lovely short,chic shorts,fashion shorts,loose shorts	the shorts featuring pineapple print with bottom hem trimmed. elastic waist.	OP58191	OASAP	OASAP			USD	12.99	34.99	34.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fshorts%2F58191-summer-pineapple-print-tulip-shorts.html	http://www.awltovhc.com/image-7893798-11634729	http://image7.oasap.com/o_img/2015/06/27/58191-433882-home/summer-pineapple-print-tulip-shorts.jpg	Shorts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.454	Color Block Polka Dot Print Two Piece Swimsuit	two piece swimsuit,color block,bikini,polka dot print,halter design,bow decoration,swimsuits,bathing suits,designer swimwear,modest swimwear,fantasie swimwear,ladies swimwear	the swimwear is made from polyester and spandex with color block, polka dot print buttom, halter and backless top.	OP64432	OASAP	OASAP			USD	18.99	34.99	34.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F64432-color-block-polka-dot-print-two-piece-swimsuit.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2016/01/12/64432-529883-home/color-block-polka-dot-print-two-piece-swimsuit.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.454	Halter Cut-out Front Backless Maxi Chiffon Dress	chic dresses,fancy dresses,modern dresses,fashion dresses,comfortable dresses,chiffon dresses,party dresses,evening dresses,sexy dresses,long dress,maxi dresses	The dress made from chiffon with halter design, cut-out front, backless design and sleeveless style.	OP63952	OASAP	OASAP			USD	23.99	39.99	39.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F63952-halter-cut-out-front-backless-maxi-chiffon-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image5.oasap.com/o_img/2015/12/11/63952-523381-home/halter-cut-out-front-backless-maxi-chiffon-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.454	Chic Eyelash Lip Printing Tee	chic tees,fancy tees,modern tees,fashion tees,colorful tees,good-looking tees,comfortable tees,vintage tees,printed tees,cute tees,novelty t shirts	the tee is featuring eyelash and lip printing. round neckline.	OP61220	OASAP	OASAP			USD	10.99	17.99	17.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Ftanks%2F61220-chic-eyelash-lip-printing-tee.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2015/09/29/61220-480709-home/chic-eyelash-lip-printing-tee.jpg	Tees	Tees & Tanks	Tees & Tanks								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.455	Women's Spaghetti Strap V Neck Surplice Stripe Dress	v neck dress,spaghetti strap dress,surplice dress,stripe dress,casual dress,fashion dress,summer dress,sleeveless dress	this dress is designed with v neck, spaghetti strap, surplice detail and stripe print.	OP65587	OASAP	OASAP			USD	18.99	34.99	34.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fbody-con%2F65587-women-s-spaghetti-strap-v-neck-surplice-stripe-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2016/03/31/65587-548178-home/women-s-spaghetti-strap-v-neck-surplice-stripe-dress.jpg	Body-con	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
