PROGRAMNAME	PROGRAMURL	CATALOGNAME	LASTUPDATED	NAME	KEYWORDS	DESCRIPTION	SKU	MANUFACTURER	MANUFACTURERID	UPC	ISBN	CURRENCY	SALEPRICE	PRICE	RETAILPRICE	FROMPRICE	BUYURL	IMPRESSIONURL	IMAGEURL	ADVERTISERCATEGORY	THIRDPARTYID	THIRDPARTYCATEGORY	AUTHOR	ARTIST	TITLE	PUBLISHER	LABEL	FORMAT	SPECIAL	GIFT	PROMOTIONALTEXT	STARTDATE	ENDDATE	OFFLINE	ONLINE	INSTOCK	CONDITION	WARRANTY	STANDARDSHIPPINGCOST
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.488	Women's High Waist Single Button A Line Denim Maxi Skirt	high waist skirt,single button skirt,a line skirt,front slit skirt,fashion skirt,casual skirt,stylish skirt,maxi skirt,denim skirt	This skirt is designed with high waist, single button, A line silhouette, denim material and maxi style.	OP66664	OASAP	OASAP			USD	24.99	39.99	39.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fskirts%2F66664-women-s-high-waist-single-button-a-line-denim-maxi-skirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2016/05/12/66664-561649-home/women-s-high-waist-single-button-a-line-denim-maxi-skirt.jpg	Skirts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.488	Solid White Spaghetti Strap Romper	white romper,solid color romper,summer romper,casual romper,beach romper,white playsuit,summer playsuit,cute rompers	The romper comes in solid white. Adjustable spaghetti strap. Open back with zipper closure. Crochet lace waist.	OP56901	OASAP	OASAP			USD	17.99	34.99	34.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F56901-solid-white-spaghetti-strap-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image8.oasap.com/o_img/2015/05/16/56901-409877-home/solid-white-spaghetti-strap-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.488	Chic Mult color Trimmed Beach Shorts	summer shorts,multicolor shorts,slim shorts,sports shorts,cute shorts,sweet shorts,lovely short,chic shorts,fashion shorts,loose shorts	The shorts featuring multicolor print. Elastic waist. Trimmed hem.	OP58168	OASAP	OASAP			USD	14.99	24.99	24.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fshorts%2F58168-chic-mult-color-trimmed-shorts.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2015/06/25/58168-428075-home/chic-mult-color-trimmed-shorts.jpg	Shorts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.489	Fashion Geo Dot Print Trimmed Shorts	summer shorts,cute shorts,geometric print  shorts,print shorts,trimmed shorts,lovely shorts,sweet shorts,sexy short,polka dot print shorts,sexy shorts,hot shorts,mini shorts	the shorts featuring geometric pattern dot  print. elastic waist. trimmed bottom hem.	OP58471	OASAP	OASAP			USD	14.99	19.99	19.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fshorts%2F58471-fashion-geo-dot-print-trimmed-shorts.html	http://www.awltovhc.com/image-7893798-11634729	http://image5.oasap.com/o_img/2015/07/07/58471-433821-home/fashion-geo-dot-print-trimmed-shorts.jpg	Shorts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.489	Retro Floral Print Sleeveless Design A-line Dress	modern dresses,fashion dresses,comfortable dresses,floral print dresses,round neck dresses,a-line dresses,vintage dresses,print dresses,a-line dress,party dresses,evening dresses	The dress is made from cotton blend with floral print, sleeveless design, round neck and on an A-line silhouette.	OP65051	OASAP	OASAP			USD	22.99	39.99	39.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F65051-retro-floral-print-sleeveless-design-a-line-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/03/08/65051-539427-home/retro-floral-print-sleeveless-design-a-line-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.49	Asymmetric Lace Paneled Spaghetti Strap Chiffon Dress	modern dresses,fashion dresses,comfortable dresses,asymmetric dresses,loose fit dresses,lace paneled dresses,sweet dress,lace dress,chiffon dresses	The dress is made from chiffon with asymmetric lace paneled, spaghetti strap and loose fit design.	OP65052	OASAP	OASAP			USD	13.99	29.99	29.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F65052-asymmetric-lace-paneled-spaghetti-strap-chiffon-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/03/08/65052-539437-home/asymmetric-lace-paneled-spaghetti-strap-chiffon-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.49	White Lace Crop Top Bodycon Skirt Matching Sets	white top matching sets,wraped skirt matching sets,tight skirt matching sets,long skirt matching sets,white top,long skirt matching sets,crop top matching sets,bodycon matching sets,womens matching sets,skirt matching sets,womens tank tops	the matching sets includes lace crop top with halter neck and self-tie closure and bodycon skirt. slim fit.	OP59245	OASAP	OASAP			USD	22.99	34.99	34.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmatching-sets%2F59245-white-lace-crop-top-bodycon-skirt-matching-sets.html	http://www.awltovhc.com/image-7893798-11634729	http://image5.oasap.com/o_img/2015/08/04/59245-447049-home/white-lace-crop-top-bodycon-skirt-matching-sets.jpg	Matching sets	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.49	Women's Halter Elastic Waist Stripe And Zigzag Print Maxi Dress	halter dress,elastic waist dress,stripe and zigzag dress,maxi dress,casual dress,fashion dress,stylish dress,summer dress	This dress is designed with halter detail, elastic waist, stripe and zigzag print and maxi style.	OP66670	OASAP	OASAP			USD	16.9	29.99	29.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F66670-women-s-halter-elastic-waist-stripe-and-zigzag-print-maxi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2016/05/12/66670-561733-home/women-s-halter-elastic-waist-stripe-and-zigzag-print-maxi-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.491	Vintage Plunging Neck Flare Sleeve Romper	flare long sleeve romper,plunging neck romper,women romper,chic romper,sexy romper,v neck romper,summer romper,fashion romper,elegant romper,summer playsuit,chic playsuit,ladies playsuit,vintage romper ,floral print romper	the romper featuring vintage floral pattern print. plunging neckline. long flare sleeves. self tie to elastic waist.	OP58949	OASAP	OASAP			USD	18.99	24.99	24.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F58949-vintage-plunging-neck-flare-sleeve-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image6.oasap.com/o_img/2015/07/24/58949-532144-home/vintage-plunging-neck-flare-sleeve-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.491	Solid Slim Straps Pom Pom Rompers	rompers,playsuits,women rompers,women playsuits,floral rompers,floral playsuits,solid playsuits,slim straps playsuits,blue playsuits,hot pink playsuits,pom pom rompers	the rompers featuring pom pom deco. v neckline. sleeveless. pleated waist.	OP59198	OASAP	OASAP			USD	16.99	24.99	24.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F59198-solid-slim-straps-pom-pom-rompers.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2015/08/03/59198-446415-home/solid-slim-straps-pom-pom-rompers.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.491	Women's Fashion Sleeveless Backless High Waist Floral Print Prom Dress	prom dress,fashion dress,sleeveless dress,summer dress,party dresses,evening dresses,a-line dress,maxi dresses	the dress is featuring round neck, pullover styling, backless, sleeveless, back bow decoration, high waist, floral printing and a-line silhouette.	OP66816	OASAP	OASAP			USD	21.99	34.99	34.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fcocktail-dresses%2F66816-women-s-fashion-sleeveless-backless-high-waist-floral-print-prom-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2016/05/18/66816-563913-home/women-s-fashion-sleeveless-backless-high-waist-floral-print-prom-dress.jpg	Cocktail	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.492	Sweet Mesh Layered Skirt Elastic Waist Midi Skirt	fancy skirt,fashion skirt,comfortable skirt,slim fit skirt,high waist skirt,sweet skirt,elastic waist skirt,mesh skirt	we\'re not giving up skirts this season, so we brought you this fall-friendly stunner. it\'s a skirt with elastic waist. lined. wear it with blouse, delicate gold jewelry, and boots.	OP64147	OASAP	OASAP			USD	18.99	29.99	29.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fskirts%2F64147-sweet-mesh-layered-skirt-elastic-waist-midi-skirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image7.oasap.com/o_img/2015/12/21/64147-10026444-home/sweet-mesh-layered-skirt-elastic-waist-midi-skirt.jpg	Skirts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.492	Hot V Neck Spaghetti Strap Cut-out Back Romper	hot rompers,ladies rompers,chic rompers,good-looking rompers,fancy rompers,v neck rompers,spaghetti strap rompers,loose fit rompers	The romper is made from polyester with v neck, spaghetti strap, cut out back.	OP64846	OASAP	OASAP			USD	18.99	34.99	34.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F64846-hot-v-neck-spaghetti-strap-cut-out-back-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2016/02/27/64846-535829-home/hot-v-neck-spaghetti-strap-cut-out-back-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.493	Charming Backless Strappy Mini Party Dress	orange dress,royal blue dress,party dresses,mini dress,white dress	charming backless strappy sleeveless mini party dress. just because summer's a thing of the past, doesn't mean you gotta ditch your dress. this dress has backless,and a round neck, sleeveless, back hidden zip closure,and is made in a heavy-weight knit.	OP51959	OASAP	OASAP			USD	23.99	49.99	49.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fdresses%2F51959-charming-backless-strappy-mini-party-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2015/01/08/51959-352981-home/charming-backless-strappy-mini-party-dress.jpg	Dresses	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.493	Floral Print Cami Top Matching Set	matching sets,skirt matching set,floral print matching set,summer matching sets,sweet matching sets,cami top matching set	the matching sets featuring cami top and pleated skirt.the top featuring spaghetti strap.the bottom featuring back zip closure.	OP57824	OASAP	OASAP			USD	18.99	49.99	49.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmatching-sets%2F57824-floral-print-cami-top-matching-set.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2015/06/09/57824-422749-home/floral-print-cami-top-matching-set.jpg	Matching sets	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.493	Chic Lace-Paneled Scalloped Hem Dress	chic dresses,fancy dresses,modern dresses,fashion dresses,comfortable dresses,vintage dresses,long sleeve dresses,vintage dresses,sexy dresses,sweet dress,a-line dress,lace dress,party dresses	the dress is featuring lace-paneled, scalloped hem,frayed style and flare sleeve.	OP61495	OASAP	OASAP			USD	18.99	24.99	24.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fwhite-dress%2F61495-chic-lace-paneled-scalloped-hem-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2015/10/15/61495-485727-home/chic-lace-paneled-scalloped-hem-dress.jpg	White Dress	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.494	Women's Fashion One Piece Print Backless Bodycon Swimwear	print swimwear,bodycon swimwear,summer swimwear,beach swimwear,fashion swimwear,bathing suits,ladies swimwear,one piece swimsuit	the one piece swimwear is featuring geometric printing, backless and slim fit design.	OP65829	OASAP	OASAP			USD	12.99	19.99	19.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F65829-women-s-fashion-one-piece-print-backless-bodycon-swimwear.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/04/13/65829-550941-home/women-s-fashion-one-piece-print-backless-bodycon-swimwear.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.494	Women's Fashion V Neck Drawstring Waist Boho Print Dress	v neck dress,drawstring waist dress,button end dress,floral printed dress,half sleeve dress,casual dress,fashion dress,stylish dress.summer dress,boho dress	This dress is designed with V neck, drawstring waist, button end and floral printed.	OP66545	OASAP	OASAP			USD	18.99	34.99	34.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F66545-women-s-fashion-v-neck-drawstring-waist-boho-print-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image8.oasap.com/o_img/2016/05/10/66545-559981-home/women-s-fashion-v-neck-drawstring-waist-boho-print-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.494	Sweet Mesh Sleeveless Summer Beach Woman Tank	beige tank,summer tank,sleeveless tank,woman tank,solid tank,mesh tank,sweet tank,beach tank,cute tank,fancy tank	the tank featuring mesh design. o neck. sleeveless. flare hem.	OP58318	OASAP	OASAP			USD	12.99	19.99	19.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fblouses%2F58318-sweet-mesh-sleeveless-summer-beach-woman-tank.html	http://www.awltovhc.com/image-7893798-11634729	http://image7.oasap.com/o_img/2015/07/01/58318-430969-home/sweet-mesh-sleeveless-summer-beach-woman-tank.jpg	Blouses	Blouses/Shirts	Blouses/Shirts								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.495	Fashion Structured Pleated Skirt	knee length skirt,pencil skirt,a-line skirt	the skirt featuring waist dart. knee-length. a-line.	OP47080	OASAP	OASAP			USD	17.99	39.99	39.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fskirts%2F47080-fashion-structured-pleated-skirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2014/09/26/47080-479580-home/fashion-structured-pleated-skirt.jpg	Skirts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.495	Yellow Gray Chevron Print Triangle Bikini	yellow gray bikini,chevron print bikini,triangle bikini	this yellow gray chevron print triangle bikini is ready for the jet set lifestyle.	OP55520	OASAP	OASAP			USD	12.99	24.99	24.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F55520-yellow-gray-chevron-print-triangle-bikini.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2015/04/07/55520-10014654-home/yellow-gray-chevron-print-triangle-bikini.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.496	Off-Duty Floral Open Back Rompers	open back rompers,playsuits,women rompers,women playsuits,floral rompers,floral playsuits,graphic playsuits,shoulder straps playsuits,white playsuits,backless rompers	the rompers featuring floral print and eyelet at waist. scoop neckline. open back.	OP59213	OASAP	OASAP			USD	17.99	24.99	24.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F59213-off-duty-floral-open-back-rompers.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2015/08/03/59213-446603-home/off-duty-floral-open-back-rompers.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.496	Colorful Tribal Print Loose Fit Yoga Pants	women pants,floral pants,colorful pants	colorful tribal print loose fit yoga pants, elastic wide waist.	OP59159	OASAP	OASAP			USD	14.99	19.99	19.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fpants%2F59159-colorful-tribal-print-loose-fit-yoga-pants.html	http://www.awltovhc.com/image-7893798-11634729	http://image1.oasap.com/o_img/2015/07/31/59159-445821-home/colorful-tribal-print-loose-fit-yoga-pants.jpg	Pants	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.496	Women Wifey Graphic U-Neck Sleeveless Knit Tee	round neck tee,woman tee,brief tee,fashion tee,casual tee,sleeveless tee,knit tee,graphic tees,graphic tanks,printed tees	The tee made from cotton blend with u shape neck, sleeveless design, wifey graphic and loose fit design.	OP65196	OASAP	OASAP			USD	10.99	19.99	19.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Ftanks%2F65196-women-wifey-graphic-u-neck-sleeveless-knit-tee.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/03/16/65196-541491-home/women-wifey-graphic-u-neck-sleeveless-knit-tee.jpg	Tanks	Tees & Tanks	Tees & Tanks								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.497	Classic Button Front Patch Pocket Denim Skirt	chic skirt,fancy skirt,fashion skirt,comfortable skirt,modern skirt,button front skirt,mini skirt,denim skirt,a-line skirt	The skirt is featuring A shape. High waist. Slim fit. Button down front. Patch pocket.	OP64858	OASAP	OASAP			USD	19.99	34.99	34.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fskirts%2F64858-classic-button-front-patch-pocket-denim-skirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image8.oasap.com/o_img/2016/02/29/64858-536079-home/classic-button-front-patch-pocket-denim-skirt.jpg	Skirts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.497	Women's Color Block Striped Adjustable Shoulder Straps Overall Dress	overall dresses,suspender dresses,color block dresses,striped print dresses,fashion dresses,asjustable shoulder strap dresses,womem suspender dresses,a-line dress	The overall dress is featuring color block striped print, asjustable shoulder straps.	OP66873	OASAP	OASAP			USD	28.99	49.99	49.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F66873-women-s-color-block-striped-adjustable-shoulder-straps-overall-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/05/21/66873-564815-home/women-s-color-block-striped-adjustable-shoulder-straps-overall-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.497	Simple Spaghetti Strap Slim Fit Tee	woman tee,brief tee,fashion tee,casual tee,strap tee,spaghetti strap,slim fit tees,chic tees,sleeveless tees,crop top	The tee made from polyester and spandex with spaghetti strap and slim fit design.	OP64980	OASAP	OASAP			USD	9.99	19.99	19.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Ftanks%2F64980-simple-spaghetti-strap-slim-fit-tee.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/03/03/64980-10026822-home/simple-spaghetti-strap-slim-fit-tee.jpg	Tees	Tees & Tanks	Tees & Tanks								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.498	Fashion Floral Lace Crochet Side Cut-out Romper	ladies rompers,chic rompers,good-looking rompers,fancy rompers,royal blue rompers,lace paneled rompers,hollow out rompers	the romper is made from cotton blend with floral lace paneled, halter design, side cut-out and slim fit design.	OP65007	OASAP	OASAP			USD	16.9	29.99	29.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F65007-fashion-floral-lace-crochet-side-cut-out-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2016/03/05/65007-538747-home/fashion-floral-lace-crochet-side-cut-out-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.498	White Floral Crossover Back Mini Dress	floral back dress,women dress,dress,dresses,crossover dress,mini dress,sweet dress,petite dress,cocktail dresses,chiffon dresses,a-line dress,mini dress,sexy dresses	the dress featuring floral crossover back. pleated waist. v neckline. sleeveless.	OP59357	OASAP	OASAP			USD	16.99	24.99	24.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fwhite-dress%2F59357-white-floral-crossover-back-mini-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image6.oasap.com/o_img/2015/08/07/59357-448975-home/white-floral-crossover-back-mini-dress.jpg	White Dress	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.499	Elegant White High-Low Sleeveless Midi Dress	dress,dresses,women dress,fashion dress,stylish dress,elegant dress,white dress,high-low dress,sleeveless dress,midi dress,sexy dresses,long dress	the dress featuring high low design. round neckline. sleeveless.	OP59362	OASAP	OASAP			USD	16.99	24.99	24.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F59362-elegant-white-high-low-sleeveless-midi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image7.oasap.com/o_img/2015/08/07/59362-449041-home/elegant-white-high-low-sleeveless-midi-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.499	Fashion Floral Printed Pleated Maxi Dress	floral dress,light green dress,light yellow dress	the fashion floral printed pleated maxi dress, o neck.	OP60199	OASAP	OASAP			USD	20.99	39.99	39.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F60199-fashion-floral-printed-pleated-maxi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image6.oasap.com/o_img/2015/08/24/60199-463429-home/fashion-floral-printed-pleated-maxi-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
